"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PCGF6",-0.32676374621547,2.80042583485152,-10.2288414722788,1.97001697825273e-23,3.10163800261033e-22,41.9652200655593
"TAF1B",-0.326281181532496,3.67376434525122,-10.2210873296503,2.11814400131531e-23,3.33244460567947e-22,41.893464814117
"FAM177A1",0.324017528432167,5.05939764897307,10.21837329215,2.17255755313434e-23,3.41558651391033e-22,41.8683600989669
"CARHSP1",-0.395425245026741,4.82102447399658,-10.2182920227424,2.17420811711224e-23,3.41571700590308e-22,41.8676084443327
"RPL36A",-0.420711061100349,6.25315902232748,-10.2147655257554,2.24704098471543e-23,3.52759532110585e-22,41.8349968128348
"IFIH1",0.741437971016263,1.88777810225005,10.2125910308567,2.29315147244049e-23,3.59739169074717e-22,41.8148925095498
"PPM1K",0.490206725536406,2.08472531014331,10.2119577972,2.30675483608319e-23,3.61612862433473e-22,41.8090385979483
"GABRR2",0.459178520399459,-1.88137556157406,10.211662877302,2.31311770128223e-23,3.62349638468294e-22,41.8063123194257
"PPM1H",0.756694774925916,0.361858571101557,10.210910638077,2.32942610480219e-23,3.64642204192814e-22,41.7993588100541
"RPL7A",-0.465343064592773,9.82729976935591,-10.2071793449137,2.41202074417856e-23,3.77300301619891e-22,41.7648738268099
"DYNC1I1",0.794849233464181,-1.02457427413637,10.2013606977988,2.54665168578788e-23,3.98074176709598e-22,41.7111177361258
"NFIA",-0.538856663196502,0.875812290683304,-10.1968375308325,2.65643299606624e-23,4.14936738238591e-22,41.6693472539528
"CTNNAL1",-0.517616307780995,5.45650539296659,-10.1936799634571,2.73583883423168e-23,4.27033869612524e-22,41.6401967124039
"LSM8",-0.344841632323445,2.73686031040278,-10.19171210755,2.78651197025058e-23,4.34632038881604e-22,41.6220332519633
"DHRS4",-0.320960429548809,4.18950001857422,-10.1873756750987,2.90148574541763e-23,4.52241590791489e-22,41.5820177073237
"DNAJB4",0.583683889795951,4.91065084678269,10.1853280580118,2.9573981635961e-23,4.60626919119078e-22,41.5631276048748
"ZFP36L2",-0.473082590944866,5.35171266524541,-10.1830648422114,3.02044145879029e-23,4.70110138478859e-22,41.5422521071953
"HINT3",0.341333578935084,3.6909817744595,10.1815865764868,3.06233711691324e-23,4.76290690774729e-22,41.5286188844681
"HAUS2",-0.293534820181126,3.69319867940936,-10.1786431491201,3.14748059084469e-23,4.89184037621297e-22,41.5014780819806
"DDX54",-0.274136475239597,4.67286491074435,-10.17650042027,3.21093500882383e-23,4.98690476423886e-22,41.4817243858669
"SLC35F5",0.341201449437712,4.35478972952169,10.1761989261466,3.21996461880029e-23,4.9973667410013e-22,41.4789451999433
"PINK1",0.508639983214222,5.22370321275651,10.1742497031884,3.27895363794757e-23,5.08529535735783e-22,41.4609787936606
"OXCT1-AS1",-0.455167055273405,-1.24329744146807,-10.1700551689072,3.40955082284e-23,5.28407627522643e-22,41.4223263623906
"DTNBP1",-0.327393976507248,3.1684226744314,-10.1671521412406,3.50294403527233e-23,5.42495739364492e-22,41.3955826924033
"ELOVL3",0.755435007680889,-1.61008959184235,10.1654421471924,3.55913877099955e-23,5.50807058381251e-22,41.3798325567928
"WRAP53",-0.416757611057027,2.58664548834986,-10.1612212453127,3.70170382476151e-23,5.72463636206907e-22,41.3409645838148
"SLC30A1",0.397068160922706,4.07536746936466,10.1605067491084,3.72639083481949e-23,5.75872739650473e-22,41.3343864793268
"CHRNA5",-0.598310800545502,-0.0186851008633747,-10.1597136138346,3.75398618368628e-23,5.79726144170972e-22,41.327084814511
"DYNC1LI2",0.305655269412069,6.10150029462644,10.1591589086783,3.77340621767777e-23,5.82312475093475e-22,41.3219784314293
"KLHL24",0.55277976008319,2.756801703668,10.1563983296112,3.87154458778944e-23,5.9703437061523e-22,41.2965690718248
"RNF128",0.914450638275601,-0.116082549975384,10.1542706004994,3.94890855817888e-23,6.08534069891922e-22,41.2769885247074
"KIFC2",0.423732632261192,3.15200301142039,10.1518917648282,4.03721877540562e-23,6.21703159831014e-22,41.2551011082106
"ABCA2",0.464330057032547,3.61985564644168,10.1502386834893,4.09973705158268e-23,6.30884677641148e-22,41.2398937387913
"SLC26A7",0.399169669284388,-2.65452865832697,10.1498846781925,4.1132495505536e-23,6.32517344435871e-22,41.2366373617326
"KIAA0319L",0.403733131202616,4.52492556403644,10.1481237713611,4.18112291858892e-23,6.42501187560314e-22,41.2204407386801
"LINC-PINT",0.562562301546714,2.85566060822687,10.1463797581826,4.24943952758348e-23,6.52539022593685e-22,41.2044017562453
"SLC22A23",0.657269430308602,1.44480458339767,10.1461369401117,4.25903857995581e-23,6.53552469417163e-22,41.2021688348155
"AADAC",0.8184265751746,-1.69429305731189,10.1420272185036,4.424803669981e-23,6.78511414277875e-22,41.1643830020739
"SEMA4D",-0.555779214425211,0.425163139686635,-10.1373772211338,4.62008496258408e-23,7.0795816691074e-22,41.1216447658472
"HERC6",0.787331701535516,1.8248427432384,10.1361430050543,4.67333672147214e-23,7.15614948425003e-22,41.1103037368813
"SMTNL1",0.509690456858817,-2.32122083273853,10.1348301343098,4.73065023486854e-23,7.23882504338382e-22,41.0982411961737
"OSTN-AS1",1.06764019483674,-0.720311241278217,10.1287839551548,5.00372268231199e-23,7.65130647351426e-22,41.0427058614176
"ERMN",0.449395011627422,-2.40285218250745,10.1222067663212,5.31854687798133e-23,8.12700816768675e-22,40.9823237595723
"SUPT5H",0.313348834197169,6.26577526199524,10.1213123082795,5.36285111220039e-23,8.18896466256807e-22,40.974114626252
"RORA",0.50980354546006,1.20353528517001,10.1191901389663,5.46943566236555e-23,8.34586856323147e-22,40.9546402021117
"WBP1L",0.313560369453173,4.62745967946383,10.1178986228295,5.53532650193831e-23,8.4405013629976e-22,40.9427900279181
"SRSF4",-0.342074830215877,5.56086526968339,-10.1078194793901,6.07732045094121e-23,9.26047640741321e-22,40.8503522349447
"RPL23A",-0.340006194671506,8.52153800300855,-10.1062943066243,6.16379522181515e-23,9.38568119380518e-22,40.8363711203888
"CLIC2",0.80787017164446,-0.68553266033498,10.1056432745366,6.20107815590087e-23,9.4358584509134e-22,40.8304036946643
"APCDD1",-1.00547504242746,-0.234747618098556,-10.1037046715302,6.31342628511336e-23,9.60010877547941e-22,40.8126361206171
"MRPS27",-0.343876613918633,5.04892555051946,-10.1017448171608,6.42905724875654e-23,9.76911837171583e-22,40.794676600427
"ZNF667",0.651066206919836,0.462404700971294,10.1013869939935,6.45039427517338e-23,9.7947101920577e-22,40.7913979225064
"QPCTL",0.414568269298615,3.53991853028683,10.0986573584223,6.61549003262022e-23,1.0038407229164e-21,40.7663898144875
"USP37",-0.328802750904147,1.78650567067173,-10.0965693204179,6.74460223600784e-23,1.02272013028957e-21,40.747263553603
"FANCL",-0.357134514505453,3.26570199211955,-10.0961148991549,6.77303034688212e-23,1.02631662905815e-21,40.7431015186758
"NAMPT",0.634908116722809,5.06831610057719,10.0939596961625,6.90948372324145e-23,1.0462658118793e-21,40.7233641401623
"CETN3",-0.37569579900374,3.62777304870164,-10.092629561619,6.99505568859288e-23,1.05848794065582e-21,40.7111844652689
"SAP30L-AS1",0.486285104730996,1.04240056527301,10.0920688996426,7.03143895175154e-23,1.06325506425167e-21,40.7060510306003
"MED16",-0.395518259330732,4.47183796445361,-10.0910473078114,7.09821657674488e-23,1.07260845497414e-21,40.6966979092009
"PXDNL",0.361164476158764,-2.50754331242961,10.090720856893,7.11968772315078e-23,1.07510738383545e-21,40.6937092706946
"RAD1",-0.361293208759256,4.00047598577705,-10.085975577528,7.43916068614984e-23,1.12257140824934e-21,40.6502754319184
"RPL10A",-0.459484029592769,9.49177376439442,-10.083934966452,7.58087601857431e-23,1.14316462591512e-21,40.631602717354
"DDX4",0.312338284629788,-3.00399785234078,10.0825181864936,7.68083886911341e-23,1.1574376138173e-21,40.6186402145332
"LRRC40",-0.344816328346415,3.68991646686617,-10.0811294057029,7.78009431269069e-23,1.17158434743283e-21,40.6059353264293
"SLC7A1",-0.391283762321731,4.81447198115136,-10.0791820408176,7.92141658600388e-23,1.19204190199603e-21,40.5881227876281
"SP140",0.7085062838802,0.417311195968162,10.0735134396828,8.34744280925489e-23,1.25528487794109e-21,40.5362881061786
"MAST4",0.472071313630901,2.19589660369311,10.070261655082,8.60200497049605e-23,1.29267371246282e-21,40.5065639645864
"TTC27",-0.321614092439279,3.62889982531871,-10.0698514688263,8.63465773328082e-23,1.29668636807849e-21,40.5028150617638
"MXD4",0.383822266065467,5.25687955371559,10.066866927761,8.87597006235121e-23,1.3320068020567e-21,40.4755415630482
"SAMD9L",0.870780552855777,2.37001060681003,10.0665548177062,8.9015883764975e-23,1.33493193891177e-21,40.4726898029613
"TELO2",-0.376466732468349,3.79015544456724,-10.0656169286598,8.97901321781557e-23,1.34561690520083e-21,40.4641207136692
"TGFA",0.96419321726335,-0.232997655233475,10.0649918050644,9.03098899391613e-23,1.35247594623665e-21,40.4584095900947
"HNRNPL",-0.406409646627511,6.98017578995723,-10.064810194436,9.04614481146819e-23,1.35381521594706e-21,40.4567504513257
"ZNF846",0.433121650243659,1.97415244153983,10.0642357702086,9.09424801865658e-23,1.36008005714843e-21,40.4515028494744
"NYAP2",0.34644005551473,-2.79638867146784,10.0624585142861,9.24469016467183e-23,1.38163099237448e-21,40.4352684341323
"MTFP1",-0.549240511010177,3.46216340974062,-10.0615788807896,9.32006004306157e-23,1.39194042726739e-21,40.4272342531661
"PDS5B",-0.345274130754705,3.14816226454448,-10.0611433520786,9.357602734622e-23,1.39659016155763e-21,40.4232565400647
"UBE2W",0.341997248994354,2.72304819458643,10.0577799902608,9.65261978873395e-23,1.43963439559557e-21,40.3925434670966
"FNDC7",0.272267688079345,-2.97900055196286,10.0549875274867,9.90455246778242e-23,1.4761983466004e-21,40.3670500239155
"TTI1",-0.341896678882987,3.48477311083661,-10.0514713304761,1.02310699647876e-22,1.52382101526126e-21,40.3349575659851
"CNKSR3",-0.470418525661344,0.352898552025182,-10.0510571050324,1.02702311771408e-22,1.52860886167963e-21,40.3311775192297
"SLC25A5",-0.524238121028933,7.65488705328288,-10.050810187511,1.02936456166196e-22,1.53104804086103e-21,40.3289243145934
"IBA57",-0.27543170953382,0.968194512633726,-10.0446797543214,1.08922492405603e-22,1.61897756447346e-21,40.2729965750482
"CNTN5",0.354695128142635,-2.74544073299418,10.0395214436036,1.14225731003592e-22,1.69664531599746e-21,40.2259590865539
"TUSC2",0.374834917773483,4.66013516447281,10.0391127457114,1.1465669416881e-22,1.70188648905884e-21,40.222233105892
"SYNE3",-0.564917130094438,1.4972237958386,-10.0387865509167,1.15001815944251e-22,1.70584722220915e-21,40.2192593711364
"SCLY",-0.407148310327847,2.3387668908274,-10.0374778638446,1.16396822375099e-22,1.72536514255333e-21,40.2073296003511
"IQCC",-0.423105590743045,1.41492277644362,-10.0353950095588,1.18651733229737e-22,1.75759433519781e-21,40.1883452744452
"NAPSA",0.551279508105429,-1.57655915885265,10.0326825066826,1.21653340434402e-22,1.80083307613153e-21,40.1636268008756
"NUDCD2",-0.317867315870068,2.65420366138311,-10.0316872452806,1.22773454101911e-22,1.81618028844579e-21,40.1545585614768
"TBX19",0.44313943026469,0.09169548568699,10.024258005038,1.31464020868227e-22,1.94341995571144e-21,40.0868909202115
"HMBS",-0.414508704228552,4.16841499838535,-10.0239396048255,1.3184980639445e-22,1.94780154666785e-21,40.083991756618
"TM7SF3",0.328894514339565,4.90845654866101,10.0065427613137,1.54725623239951e-22,2.28419466829168e-21,39.9257009624518
"HID1",0.738084647712291,0.0646137545167556,10.0059924861915,1.55510048392481e-22,2.29422068684641e-21,39.9206977787365
"ECSIT",-0.371154243780788,4.03127847263471,-10.0054343752476,1.56309670408295e-22,2.30445718416559e-21,39.9156235806514
"AKAP8L",0.262903221657283,4.87281273540863,10.0052591937959,1.56561497482021e-22,2.30660921577635e-21,39.9140309246948
"TXNDC16",-0.456441555333396,1.20507619293145,-10.0033531366394,1.59327625003772e-22,2.3457763167785e-21,39.8967035492847
"ZNF689",-0.30815438245521,2.45345296231228,-10.0032584294737,1.59466323208725e-22,2.34623307408381e-21,39.8958426662558
"KDM6B",0.431806430817433,3.06206171624179,9.99773437171451,1.67766792303269e-22,2.46669258049139e-21,39.8456408270346
"COLQ",0.556718828317932,-0.571521150138098,9.99715107378572,1.68667874372539e-22,2.47826903747648e-21,39.8403412252522
"KLHL13",-0.78806679535441,0.514861047548461,-9.99636177190139,1.69894835240886e-22,2.49461486516099e-21,39.8331703606041
"OR1L8",0.383080096143026,-2.57914630910736,9.99591112825658,1.70599319164687e-22,2.50327216471281e-21,39.8290764384845
"ASPHD1",0.615712423889252,2.47623331662102,9.99562380189421,1.71050002760801e-22,2.50819620468227e-21,39.8264662692266
"COX14",0.325690957884866,5.80463939697011,9.99474531562043,1.72435279217001e-22,2.52680883264186e-21,39.818486185792
"PHF5A",-0.345131161235056,5.21694040176607,-9.99438724205513,1.73003107026639e-22,2.53342587507424e-21,39.8152336453286
"CNGA3",0.445506371154687,-2.479419407455,9.99312642190737,1.75017290507184e-22,2.5611999732381e-21,39.8037818183752
"APPL1",-0.286236849593824,3.73238149806156,-9.99191303756644,1.76977639122241e-22,2.58814950098901e-21,39.7927619607429
"RTCA-AS1",0.454149039639817,-0.598005416403701,9.99030697394261,1.7960591012919e-22,2.62482413260567e-21,39.7781775075716
"SERPINE2",0.959871904478561,7.22227803076449,9.98984781260712,1.80364399286402e-22,2.63414226571762e-21,39.7740082767207
"SENP5",0.289201364259475,3.87417403286432,9.982372328723,1.93169379297609e-22,2.81926374741788e-21,39.7061522217524
"SUCNR1",0.672998062842332,-2.38892178276258,9.9787412338876,1.99710371024813e-22,2.91277709814636e-21,39.6732072656897
"CDKL1",-0.382610963695778,1.11932010238176,-9.97794518027607,2.01173451689119e-22,2.93215351993706e-21,39.665985976992
"SCAMP1",0.332907347074704,4.03982322511091,9.97270981921667,2.11063873455227e-22,3.07425254183784e-21,39.6185058986548
"C1QTNF1-AS1",0.607305261516648,-2.12329242571929,9.97184013171814,2.12752901343608e-22,3.09678404828138e-21,39.6106205834587
"IGF2R",0.480016191874956,5.60897037205353,9.97115912508139,2.14084837616937e-22,3.11409119604343e-21,39.6044464005469
"MAP1LC3B2",0.578221890409625,4.70232365542414,9.96788602447335,2.2060270794082e-22,3.20675984391626e-21,39.5747764448891
"KCTD14",-0.719154796228849,0.0515713449386465,-9.96302457402637,2.30648216922662e-22,3.35054976449654e-21,39.5307231806456
"CRELD1",0.432539412478079,4.01078593558765,9.962677941613,2.31381560625884e-22,3.35896349502866e-21,39.5275827563671
"TMEM87B",0.359667808280574,4.22871543258989,9.96093068854685,2.35113424106652e-22,3.41086651883085e-21,39.511754337468
"SLC19A1",-0.500616120876881,2.86593986116265,-9.95979950533884,2.37561209293563e-22,3.44408433167448e-21,39.5015081284992
"RNF220",-0.276115470278564,4.47688833578142,-9.95908763165207,2.39114576855416e-22,3.46429962079755e-21,39.4950604965088
"ZBTB43",0.338617314602455,2.7579203043672,9.95647221543487,2.44908567484595e-22,3.54588550530852e-21,39.4713752122039
"NRCAM",1.07865817282364,0.157828801050502,9.9543919333514,2.49616245043319e-22,3.61164540471045e-21,39.4525397618155
"TMEM59",0.436761599167347,6.2376819524038,9.95370727456931,2.51185160247636e-22,3.63193406887591e-21,39.446341377722
"C12orf60",0.427829812604738,-0.0352132793425193,9.9531287602684,2.52518458277945e-22,3.64879125058118e-21,39.4411042183227
"SLC22A1",0.662292983177004,-1.98078831686756,9.95287542246856,2.53104530511243e-22,3.65483612978131e-21,39.4388108870242
"RBFA",-0.290669030986273,2.87523186960357,-9.94798563117224,2.64684442855105e-22,3.81951921179652e-21,39.3945556116603
"CRYM",0.870419797302259,-1.17420019431553,9.94563887184131,2.7042698309104e-22,3.89980407779865e-21,39.3733224988672
"SLC25A20",0.339020136401476,3.97004029791775,9.94545172450971,2.70890215510195e-22,3.90390065870843e-21,39.3716293959685
"DMRTA1",0.64491866920167,-1.42438037562325,9.94274289828895,2.77683927909683e-22,3.99916245152148e-21,39.3471258486188
"KIAA0586",-0.356241109628257,2.55522682359788,-9.94024769545207,2.84091171793855e-22,4.0887362175615e-21,39.3245595470521
"AMY2A",0.523960240295423,-2.42379019664335,9.93912259545724,2.87027957976289e-22,4.12827670251046e-21,39.3143858045957
"ALDH16A1",-0.362743762539711,3.32816305666724,-9.93696614743054,2.92741176742099e-22,4.20767166306751e-21,39.2948887163999
"HELZ2",0.550170970646114,3.03790561970597,9.93614433040999,2.94948009484694e-22,4.23659665568324e-21,39.2874593382419
"FAM8A1",0.366738654537083,3.97067865824039,9.93428566341951,3.00000108851116e-22,4.30632567316589e-21,39.2706585049234
"BLZF1",0.439728260130815,4.34212136187997,9.93394009849274,3.00948810929005e-22,4.31709979601253e-21,39.2675351643884
"ZER1",0.361374574179033,4.29235131253379,9.93068271391289,3.1003892424842e-22,4.44457115748229e-21,39.2380981307595
"CHMP5",0.370546653709676,6.14691947456505,9.9283104628341,3.16829729586773e-22,4.53893478480985e-21,39.2166650510842
"TMEM30A",0.448785579804126,6.90452008759843,9.92016996882077,3.4127310883254e-22,4.88590081567743e-21,39.1431483834257
"INPP5B",-0.312058792586725,2.6149108018352,-9.91974358885433,3.42603686439193e-22,4.90172969632963e-21,39.1392991182027
"MDM2",0.532824023155452,5.07726998435928,9.91872550133665,3.45801601381781e-22,4.94423680715814e-21,39.1301085961755
"HSPA2",-0.727153833466989,3.01624847319614,-9.91646643992286,3.53003581456025e-22,5.04390035405035e-21,39.1097182706808
"PAPPA",1.02886851795723,2.89408546492023,9.91123270996556,3.70265137606625e-22,5.28702939443316e-21,39.0624932011946
"ITPR1",0.551905482783606,1.5503128657867,9.91116183649134,3.70504538104609e-22,5.28702939443316e-21,39.0618538352115
"HEPHL1",0.860351810316932,-1.4641684482709,9.90760686830633,3.82711614981673e-22,5.45764796495462e-21,39.0297884672081
"NLN",-0.375435795835714,3.63315757481771,-9.90689396828632,3.85207138345326e-22,5.48964260598081e-21,39.0233593363919
"NDUFA9",-0.307961275896178,3.77249692474016,-9.90382659126226,3.96129837629542e-22,5.64161383133838e-21,38.9957012146967
"C1orf21",-0.615485100100477,1.84633240901951,-9.90340528995712,3.97653840381423e-22,5.65961932195375e-21,38.9919029480123
"SLC8A1",-0.855024406967304,1.15522839774481,-9.90298526282208,3.99179018459592e-22,5.67761802365176e-21,38.9881163009108
"SLC24A4",0.25566910997799,-2.8929382433437,9.90248412919062,4.01006292359552e-22,5.69851602982803e-21,38.9835986316896
"LINC01010",0.406196000652554,-2.66922311741106,9.90243897488983,4.01171344183396e-22,5.69851602982803e-21,38.9831915794457
"NRF1",-0.277471549526384,2.86054843348145,-9.90128585478316,4.05409216413812e-22,5.75496210140518e-21,38.9727970705884
"SAC3D1",-0.303986141263846,3.5095147607826,-9.89978605991882,4.1098761118973e-22,5.83035159363556e-21,38.9592790389999
"SP100",0.471695476266016,5.05529455058952,9.89807750398827,4.17435221865292e-22,5.91505424758299e-21,38.9438814425095
"KCNC4",0.610675738956568,0.580932634146359,9.89806012836804,4.17501304854642e-22,5.91505424758299e-21,38.9437248637244
"NAGA",-0.346736530855094,4.14442421807698,-9.89623101509772,4.24516099924976e-22,6.01053009575388e-21,38.9272432438782
"HS6ST1",-0.456169708460761,3.98262854241542,-9.89059593460696,4.46869680159476e-22,6.3229157991396e-21,38.8764828811544
"MARK4",0.361410253745481,4.01895367476775,9.88291745936279,4.79217659638487e-22,6.77621856166297e-21,38.8073540600796
"GP1BA",0.456826837380557,-0.411338900686662,9.88208311429618,4.82869440256446e-22,6.82342743397404e-21,38.7998451652983
"TRADD",0.320104650418631,3.9278807204365,9.87823406342048,5.00076347061085e-22,7.06199844618344e-21,38.7652114338402
"CXCL9",0.307326132210351,-2.97937094184502,9.87662464771017,5.07450029499797e-22,7.16148713911955e-21,38.7507332148891
"GPR35",0.638824027674863,-0.849223201747504,9.87650123000912,5.0801990682714e-22,7.16488917136788e-21,38.7496230358956
"SMPD4",-0.362149718690189,4.97079884162387,-9.87395677174634,5.1991121741295e-22,7.32785603326532e-21,38.7267374197948
"FRMD8",0.329030249872782,4.44880901175904,9.87100868792329,5.34034139807443e-22,7.52204518836728e-21,38.7002275443043
"L2HGDH",-0.298053732576094,1.12615801599377,-9.86991371955878,5.39375904927186e-22,7.59237788653965e-21,38.6903829861726
"CCDC69",0.605230710636193,1.50526423860749,9.86833054643053,5.47193119078205e-22,7.69744226256558e-21,38.6761507034373
"CCK",0.815864751036186,-1.79176195681969,9.86531989822202,5.62369819443765e-22,7.90583120366428e-21,38.6490910054302
"CHAC2",-0.531714853173659,1.9286040996981,-9.86418963099268,5.68174577813978e-22,7.98228501003648e-21,38.6389339216789
"GMDS",-0.373195929555424,2.94362088679665,-9.86302582231674,5.74213644927725e-22,8.06192997614377e-21,38.628476420846
"DCSTAMP",0.800693236707295,-2.46624302900252,9.85993422584638,5.90566801004105e-22,8.28618840558883e-21,38.6007015548391
"SLC22A15",0.725082957712925,0.047062025891482,9.85658270088417,6.08816514886373e-22,8.53675151825873e-21,38.5705995947709
"GPR132",0.562839369094238,-1.92304971072699,9.85351552177546,6.26007128895482e-22,8.77215134317205e-21,38.5430588936637
"TMCO4",-0.423975618066486,2.64252159410575,-9.85169518320401,6.36436134271266e-22,8.9125600037088e-21,38.5267171154975
"B3GAT3",0.329723443561378,5.11723919220336,9.84878047908953,6.53494613504245e-22,9.14556687749358e-21,38.5005560375019
"MUC19",0.461055061838528,-2.83026193651482,9.84641099815674,6.67695413181828e-22,9.33830747960978e-21,38.4792933381826
"LINC00922",0.483162209999266,-2.6586240092567,9.84379066021985,6.8375593857896e-22,9.55679403568668e-21,38.4557844648691
"RNF103",0.359248239320023,3.73841490726098,9.84305390967698,6.88340167136092e-22,9.61470015506118e-21,38.449175492173
"DHX35",-0.316802376518368,2.67850357287768,-9.84292626258053,6.89137506116045e-22,9.61967088934568e-21,38.4480304836483
"MPND",-0.419205917444078,2.8775971976866,-9.83614327444704,7.32849917969991e-22,1.02233032730897e-20,38.3872039354336
"NEFM",0.864339987023511,-0.419618090701299,9.83539003563986,7.37870476482857e-22,1.02867547553176e-20,38.3804513871393
"GRK6",-0.356111159359486,4.01337805811572,-9.83320320975981,7.52640247328311e-22,1.04859533179565e-20,38.3608495982205
"MYO3B",0.488109371769458,-2.49642482022885,9.82954041844434,7.78037738344494e-22,1.08328704910713e-20,38.3280259247294
"DIAPH3-AS1",-0.389505374049529,-1.9733522414419,-9.82800577079703,7.8892964382132e-22,1.09775076237973e-20,38.3142763575028
"LINC00640",0.683635647734632,-2.18407009310897,9.82084931224043,8.41750137672532e-22,1.17050003190073e-20,38.2501819491432
"ADAM21",0.480432867346695,-1.52659730201355,9.81835857147236,8.60944008960613e-22,1.19642665530942e-20,38.227883502195
"PTBP1",-0.384924202497181,6.87544259275961,-9.81503768422707,8.87211204215065e-22,1.23214353982449e-20,38.1981603959349
"CLDN14",0.722174076254662,-1.79264744847573,9.81359623050373,8.98858371689105e-22,1.24752381650354e-20,38.1852614608745
"MPZL3",0.676906271428269,-0.447128069939674,9.81205137160276,9.11509308991775e-22,1.26427675639279e-20,38.1714389335746
"CCDC30",0.509967478176952,-0.403957447968084,9.80965029062387,9.3152296749467e-22,1.29121408789497e-20,38.1499589772896
"DTNA",0.743211384717801,1.37797331113138,9.80841228459986,9.42011599225642e-22,1.30492261583768e-20,38.1388855290865
"OSGEPL1",-0.367684342695004,2.16714707838344,-9.80517804512924,9.6996815269223e-22,1.34279580985792e-20,38.1099620463108
"GZMM",0.49032264926298,-2.39947051242747,9.80405322140176,9.7988248346171e-22,1.35565963902417e-20,38.0999047042711
"DHX9",-0.368369922837184,6.13353378007018,-9.80019737857824,1.01463657784261e-21,1.40285095375574e-20,38.0654358363991
"SNRPB2",-0.285887618340104,5.19290468679404,-9.79863629880956,1.02905203130781e-21,1.42187975663901e-20,38.051483924398
"NFE2L1",0.372691233539971,7.07385264918401,9.79841994177068,1.03106588034757e-21,1.423759539466e-20,38.0495504111683
"METTL18",-0.35363817325802,2.14195882376117,-9.79670090747369,1.04720602962726e-21,1.44513105671804e-20,38.0341892073309
"AK4",0.652551140557735,2.5012368133287,9.79351743456315,1.07775980978608e-21,1.48635356045814e-20,38.0057477297479
"CD82",0.861322600037771,5.02066867870851,9.79321060781365,1.08075087947409e-21,1.48953584210881e-20,38.003006910935
"MYH14",0.818736384425833,-1.25011754438412,9.79178762977778,1.09473052170205e-21,1.50784943539112e-20,37.9902966743637
"KCNT1",0.310453110138062,-2.74701560984277,9.78737740035685,1.13920580673091e-21,1.56811715279005e-20,37.9509135839053
"AIMP2",-0.28518405491128,4.45648346774433,-9.7820248274652,1.19559520905774e-21,1.6446982074096e-20,37.9031351056933
"GLE1",-0.356693592498849,4.15614285085469,-9.78012027141999,1.21631973655471e-21,1.67215186495439e-20,37.8861397434005
"GPD2",-0.48456129651404,3.76074161607729,-9.77952972334359,1.22281782211732e-21,1.68002524236674e-20,37.8808705253938
"TFAM",-0.350729667308198,3.58238937274876,-9.77764129678985,1.24382883733381e-21,1.70781539795234e-20,37.8640226348582
"LYPD6",-0.6144638916479,0.411919166309681,-9.77352323180134,1.29089588558594e-21,1.77132376240036e-20,37.8272920018801
"CNGB1",0.379603136675369,-2.68203362846966,9.77322775500669,1.29434007558331e-21,1.77466538802154e-20,37.8246570203153
"PRSS22",0.9785627736931,-1.67566374574873,9.77317464949118,1.29496005826262e-21,1.77466538802154e-20,37.8241834467728
"DNAH1",0.407079529124589,0.0252920859293946,9.77209448775483,1.30763450764593e-21,1.7909086060091e-20,37.8145514620784
"RPS6",-0.367172904611667,10.0579532487801,-9.77000955354129,1.33244740339823e-21,1.82374553517885e-20,37.7959622393948
"TSPAN11",0.652566090695218,-0.155174183084377,9.76586544012694,1.38316012396931e-21,1.89196855626436e-20,37.7590231587288
"DUOX2",0.5080715361433,-2.51371383050929,9.76428977012061,1.40293987477075e-21,1.91782056908749e-20,37.744981623071
"IPPK",0.371428774476481,2.5194808119603,9.75894582415121,1.47213398537139e-21,2.01114730666097e-20,37.6973731583236
"AOC3",0.521891921201877,-1.66848553019054,9.75839167877389,1.47949980894655e-21,2.01994366146274e-20,37.6924375879501
"SLC8A3",0.453035116426318,-2.43677414976343,9.75490492713877,1.52669148284626e-21,2.08306871704572e-20,37.6613876816787
"ERVV-2",0.49069389735115,-2.90862238246089,9.7503604827976,1.59044365092338e-21,2.16869631749815e-20,37.620932679321
"GLYATL2",-0.625689697092719,-1.25545096879155,-9.74971385595027,1.59972673234677e-21,2.17999033757574e-20,37.6151776230476
"IPO5",-0.353228083336454,6.44594088612495,-9.74912683443032,1.60820058918167e-21,2.19016817739178e-20,37.6099533346871
"GGTLC2",0.683702894145195,-0.946736983287011,9.74892089569906,1.61118391087284e-21,2.19286055077572e-20,37.6081206129003
"CYP2E1",0.654298692230314,-0.312186029445998,9.74867907475994,1.61469403875717e-21,2.19626611139318e-20,37.6059686034992
"MYH16",0.722403582616421,-1.93113965414664,9.74680889272245,1.64209759283871e-21,2.23078486941974e-20,37.5893269977425
"PPP1R14B",-0.423203734955289,6.90039718561641,-9.74680739327819,1.64211974784271e-21,2.23078486941974e-20,37.589313656165
"CTRB2",0.450410528311173,-2.28310544248262,9.73894766507799,1.76241618316187e-21,2.39254232161667e-20,37.5194036289715
"RBM15B",-0.309099690663825,4.45130367440493,-9.73888634444901,1.76338823704285e-21,2.39254232161667e-20,37.5188583830129
"DZIP1L",-0.530547612586476,1.44138190882248,-9.73715470092065,1.7910586080321e-21,2.42857293522212e-20,37.5034622637068
"ZNF726",-0.61369896416304,-0.563755449125899,-9.7368068518919,1.79666864391025e-21,2.43466478549779e-20,37.5003697958319
