"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RBMX",-0.688101081868457,6.21134348634437,-19.5017416367743,4.21839085367005e-72,4.03152353953817e-70,153.368414435582
"RHNO1",-0.662690947246348,4.2543001760897,-19.465286551407,7.07490428236223e-72,6.73197224072807e-70,152.853413513751
"CYB5R1",0.667788884075551,5.67477052857973,19.4575824877809,7.89143047084556e-72,7.47627260694455e-70,152.744633894129
"KIF24",-0.919994699079278,0.799667278860824,-19.4010048816162,1.75895557998031e-71,1.65920528518489e-69,151.946368549344
"LSM6",-0.590038803368782,2.91169777065351,-19.3765126340825,2.48773569157302e-71,2.33654141031793e-69,151.601129652622
"STIL",-1.00236753728369,2.28984592690204,-19.3287510970192,4.88808148420825e-71,4.57130023780677e-69,150.928462359683
"RAB6B",1.02141025532263,0.897800293968455,19.3227274105929,5.32243630366038e-71,4.95623448960511e-69,150.843679396175
"GDF15",1.8736229370243,5.95890446358189,19.3037644834422,6.95771313097854e-71,6.45142847336266e-69,150.576856514261
"TRA2B",-0.591808662729604,5.65638124019871,-19.2987939417082,7.46374949973227e-71,6.89131786437145e-69,150.50693704662
"TG",0.907447678024958,-1.70493494819287,19.2982111927278,7.52543394791433e-71,6.91895382806131e-69,150.498740191338
"KNTC1",-0.920359071145886,2.74480587886476,-19.2885385258596,8.62690547648155e-71,7.89833068624088e-69,150.362702565684
"TSEN15",-0.630892813223474,4.23068520127545,-19.1661384362679,4.84588996333948e-70,4.41807289963043e-68,148.643968298932
"CDKN1A",1.31118232036759,8.45278465661861,19.1590076324268,5.35761697629868e-70,4.86426974639785e-68,148.543994048644
"TUBGCP3",-0.589712436159705,3.31627578651416,-19.1288841472,8.18588782327366e-70,7.40126538046195e-68,148.121851946874
"DNMT1",-0.775161466836199,5.13535233101287,-19.1184524000057,9.47951993891306e-70,8.5354851020213e-68,147.97573640705
"CDC25B",-0.927298997152541,5.13386169311007,-19.0936186103835,1.34404773940424e-69,1.20521811693903e-67,147.628043668278
"FAM72D",-1.03696594267763,0.438505553111841,-19.0236545013772,3.59008720939007e-69,3.20606558576269e-67,146.649627695063
"IL1A",2.32298133768309,0.521992233493964,18.9939286699154,5.44720058007845e-69,4.84467349550651e-67,146.234436031488
"MMS22L",-0.80424951888414,1.36841099470124,-18.9896868918518,5.78096653890629e-69,5.12062036108813e-67,146.175214469348
"TUBA1B",-0.835941383252683,9.98806896928655,-18.9636997405539,8.32090632781678e-69,7.3405890236084e-67,145.812531163874
"HAUS1",-0.753913172428426,4.4588848181037,-18.9449304116446,1.08229748444677e-68,9.509379913748e-67,145.550727515587
"VNN1",1.44625325671452,-1.63199112190131,18.922564766701,1.48023353388222e-68,1.29535295997163e-66,145.238920903234
"SFXN2",-1.04891139014592,0.299971571052968,-18.9108965519905,1.74278287300161e-68,1.5190095521082e-66,145.076319870829
"BUD13",-0.552827519575211,3.28145624035033,-18.8998854118599,2.03303157517514e-68,1.76493059852854e-66,144.922919066954
"VRK1",-0.900723757249007,3.15709102200411,-18.8642155658834,3.34764063933269e-68,2.89464640996267e-66,144.426279154377
"DDX11",-0.867048523828698,2.67512961487144,-18.8536287736246,3.88138638472907e-68,3.34290155427852e-66,144.278962640382
"PARP1",-0.803525805276678,5.46138420146134,-18.7962204385429,8.65134088049164e-68,7.42176054275247e-66,143.480806509608
"DTYMK",-0.845061452996792,5.40003879793536,-18.7914093769022,9.25193402692972e-68,7.90586833124701e-66,143.413970542862
"LIN9",-0.858906178758505,1.26842294219376,-18.7846859948809,1.01615976729556e-67,8.64926614428526e-66,143.320582083772
"DNAJB9",0.853207887263856,4.46060551296988,18.7697893074853,1.25077650438066e-67,1.06048326966749e-65,143.113722702253
"CEP128",-1.02978919117406,0.715340017453627,-18.7378961745687,1.95081978203382e-67,1.64761097095027e-65,142.671111329653
"FANCB",-0.896122507033636,0.815356160277191,-18.730444395151,2.16420040842933e-67,1.82076937836583e-65,142.567748100968
"CDC25A",-1.01029678834474,2.07076355872901,-18.7089686068797,2.91856651732562e-67,2.44598324663559e-65,142.269969485909
"NASP",-0.778210207304153,5.42312939532367,-18.6692221698705,5.07391255220908e-67,4.23603657136535e-65,141.719289459966
"GINS3",-0.96904009621519,2.12357209908851,-18.6508237185163,6.55292513243709e-67,5.44993277235894e-65,141.464574093922
"FAM72B",-0.998699726548942,1.10214463152677,-18.6444676147347,7.15816902261806e-67,5.93066551341625e-65,141.376606011916
"HMGB1",-0.872241224389601,5.88708558923605,-18.6163933276872,1.05727700310638e-66,8.72654011276061e-65,140.988233870786
"PTMA",-0.901420479070131,8.61936337064116,-18.5969337109908,1.38524506422175e-66,1.13903735658082e-64,140.719201847528
"EXOSC8",-0.694728488087824,4.01786052179544,-18.57047917461,1.99961971009715e-66,1.6380343414668e-64,140.353684054847
"CHTF18",-0.970089271587645,2.55396843894847,-18.5621508873731,2.24446460396894e-66,1.83171849140386e-64,140.23866611495
"ITGB3BP",-0.946339853721845,2.97973946980841,-18.5520704334254,2.58117643621976e-66,2.09865054273241e-64,140.099483586202
"FBXO43",-1.13420917894136,-1.30680325304246,-18.549642434484,2.66954237372048e-66,2.16242856220704e-64,140.065965320778
"RPA3",-0.645160104271118,3.31247235323225,-18.5118802297427,4.50490635271975e-66,3.63562627502827e-64,139.54493877259
"SUV39H1",-0.846673862128568,2.57347351867514,-18.5072497629242,4.80325825756417e-66,3.86210322628499e-64,139.481085437918
"TYMS",-1.25096772032169,4.89858764825222,-18.4728024753125,7.73774356890308e-66,6.19872913111758e-64,139.006309797977
"CENPQ",-0.875403790965041,2.51669949797353,-18.4489715296931,1.07587767562784e-65,8.58731668568889e-64,138.678110605546
"MRPL11",-0.705734026624422,4.59708281711381,-18.4414786377563,1.19330869110317e-65,9.48985269311611e-64,138.57496186476
"RAD51D",-0.785582532724849,1.97917662824591,-18.4093702696272,1.85969274520687e-65,1.47355290611119e-63,138.13318573869
"ERN1",0.719009145870856,2.12444187214253,18.3843826959911,2.6259254799344e-65,2.0731491379627e-63,137.789647702622
"NUCKS1",-0.643350979293249,6.4619209255817,-18.3827288787915,2.68655785789066e-65,2.11336085644179e-63,137.766918598578
"DMC1",-1.32882274411648,-1.34976099695494,-18.3389193971111,4.91645559387753e-65,3.85358156081264e-63,137.165196424304
"SAT1",1.22887348299601,7.15711886294791,18.3386379961498,4.93556588570244e-65,3.85469464693391e-63,137.161333697155
"HNRNPA1P10",-0.765389506872105,5.81787028214521,-18.3362661288122,5.09961671159582e-65,3.96859457663117e-63,137.128776785155
"POLD3",-0.74412906082704,3.04619280622099,-18.2770035390984,1.15359448560931e-64,8.94548891153984e-63,136.316004208827
"CTSS",1.58225672605695,1.33793009202189,18.2298020189862,2.20806025512525e-64,1.70615719713402e-62,135.669588754653
"MYOZ2",1.41816122602859,-1.58931917520627,18.2012279633737,3.26980173245286e-64,2.51763179329144e-62,135.278680768107
"LINC00520",2.04185870642778,-0.629837561701294,18.1892931420746,3.85212891012226e-64,2.9555594701255e-62,135.115497587248
"SSRP1",-0.755768873023224,6.02362674028431,-18.1551370068426,6.15572772634224e-64,4.70643183007008e-62,134.648783847057
"MIS18BP1",-0.813687575654018,2.71288503156766,-18.1376895948051,7.81980937863838e-64,5.95781980281575e-62,134.410551275659
"RMI2",-0.931485090887759,2.66410569724239,-18.0785087650371,1.75915194159143e-63,1.33560699676925e-61,133.603342304114
"TEAD4",-0.903500724728208,3.44411311488538,-18.0401420830446,2.97346766474622e-63,2.24971737551459e-61,133.080749049446
"CENPO",-0.775323607890833,3.60169713046541,-18.0286268560113,3.48044269239487e-63,2.62418153173994e-61,132.924010400368
"CXCL8",2.59909516535917,4.48447400557627,18.0251256866212,3.65105339596745e-63,2.74332598269417e-61,132.876364625801
"LRRCC1",-1.01173193352017,1.27822219872452,-17.968142540902,7.95050657065729e-63,5.95331746304544e-61,132.101573475809
"PFAS",-0.791349475270904,3.25493206237986,-17.9081850249902,1.80063317466733e-62,1.34369167383566e-60,131.287700553596
"HNRNPD",-0.763915382914962,6.43006249807504,-17.8736301570986,2.88245208126144e-62,2.14363927818043e-60,130.819284279382
"HNRNPA1",-0.845556463240945,7.19528840881732,-17.8597252651221,3.48281433455031e-62,2.58131035203576e-60,130.630925336028
"NT5C",-0.605872672793843,4.74944830126392,-17.8559068172115,3.66850365172708e-62,2.70971846003841e-60,130.579213017118
"SERPINI1",1.50769902937322,1.15210848667875,17.77739956969,1.06596908223466e-61,7.84711699388285e-60,129.517280544758
"TTF2",-0.677762780176211,2.11036874113397,-17.7396659432512,1.7783968570992e-61,1.30475648202665e-59,129.007741703428
"C18orf54",-0.841154619781161,1.6525007057653,-17.7156352282238,2.46299341108885e-61,1.80096061837672e-59,128.683536009689
"FOLR3",1.80614820297086,0.591934497833382,17.7049561619824,2.84632051304598e-61,2.074291771882e-59,128.539535300118
"MSH2",-0.727454904444214,3.24419065896808,-17.6768706395736,4.1629913136084e-61,3.0237193574509e-59,128.161036437819
"CCDC34",-0.712757533721262,2.94173961121421,-17.6681325684762,4.68544654440624e-61,3.39188970772797e-59,128.043340812491
"CKAP2",-0.866778912115469,4.43391954158903,-17.6515427736198,5.86404590443878e-61,4.23104504164639e-59,127.819972200646
"RUNDC3A-AS1",0.960491105739036,-1.40744911775658,17.6051343458061,1.09784504615745e-60,7.89506387979235e-59,127.195706133697
"KCTD4",1.32866615326444,-0.261880824283744,17.596796346799,1.22866121977225e-60,8.80675262461756e-59,127.083638879002
"PSMC3IP",-0.886990218520844,3.0402984174129,-17.5831752222825,1.47664323826739e-60,1.05495266104414e-58,126.900623894584
"CCND2",1.97479233737718,2.22347617228007,17.5593136311966,2.03736029182146e-60,1.45078695290162e-58,126.580197605915
"ZGRF1",-0.922249526065113,0.80733527274891,-17.5380798719181,2.71257199733567e-60,1.92530761634998e-58,126.295253189524
"CLDN1",2.08720486848522,3.59095996004127,17.5153643738227,3.68368123634858e-60,2.60608487467648e-58,125.990627388764
"TLL2",0.989307236979248,-1.62147058406906,17.5141951953445,3.74214025719224e-60,2.63887495806534e-58,125.974953818639
"CCND1",0.956820560183681,8.4552062045752,17.4989310517184,4.59590851687174e-60,3.23047892202049e-58,125.770379480119
"LIG1",-0.805907284709297,3.59900251315629,-17.4983292621179,4.63328774699567e-60,3.24628102916513e-58,125.762316072056
"SCLT1",-0.664097118388073,2.2573102324568,-17.4664368432663,7.11594016777809e-60,4.96975436717579e-58,125.335199473599
"COQ3",-0.724138256209891,2.66544533269773,-17.4388195001354,1.03145782770352e-59,7.18066008487528e-58,124.965672542547
"SKA2",-0.73278911864305,4.71019790364236,-17.4195892863335,1.33545765991325e-59,9.26739567181839e-58,124.708552207945
"NUP85",-0.543673374694171,4.38276999867028,-17.3989438243828,1.76194152052744e-59,1.21881605499343e-57,124.432678285518
"CKS2",-0.862772710030185,6.3381544640167,-17.3900758333324,1.98457669944701e-59,1.36847867977691e-57,124.314234090331
"ANP32B",-0.752910406995235,6.86068492454465,-17.3604179206203,2.95387080859953e-59,2.03043674824555e-57,123.918347642633
"ACER2",0.97328660602123,0.790908250380112,17.3305438325565,4.407732923102e-59,3.02026730799976e-57,123.519943314635
"MTBP",-0.925051609896431,1.10383021538913,-17.3024615025152,6.41900701544725e-59,4.38464460396852e-57,123.145771608647
"MBOAT1",-1.16683507517804,0.806134487444033,-17.2713005799396,9.73759128585084e-59,6.63069106620906e-57,122.730964448312
"HMGB3",-0.845111793329844,4.42080404589256,-17.2446889422386,1.38955044326125e-58,9.43249350737157e-57,122.377037086101
"EXOSC9",-0.671012943142666,4.39320781402116,-17.2072238273858,2.29118930417576e-58,1.55046630242204e-56,121.879263964749
"TNFSF15",1.97247729936623,-0.0241661841316604,17.2016571624648,2.46779700568489e-58,1.66480794903634e-56,121.805353786047
"KPNA2",-0.738365871797304,6.70511035302865,-17.1935114093214,2.750988469118e-58,1.85012465253337e-56,121.697223801027
"XKR5",-0.733147957267713,-2.09819797457298,-17.1800174198257,3.29319917700241e-58,2.20796338667331e-56,121.518160613132
"CDCA7L",-0.9592341091646,3.95291645848386,-17.1726241885701,3.63421179498043e-58,2.42912500038722e-56,121.420086075066
"STXBP5-AS1",1.00332949993847,0.773518051182998,17.1633040307977,4.11473050764547e-58,2.74189534439128e-56,121.296482823308
"DNA2",-0.835931481337163,1.63824317850983,-17.1407547296484,5.55594067330218e-58,3.69097400217239e-56,120.997587312035
"RIBC2",-1.35338380762057,-1.052457518092,-17.1355288746558,5.95619110996937e-58,3.94484511508306e-56,120.928348228872
"ZNF695",-1.09961112612828,-0.756407285684513,-17.1231006917643,7.02743356193184e-58,4.64023567619681e-56,120.763729547439
"NUP37",-0.579572289053528,4.01370987675456,-17.0681095162838,1.45974220840756e-57,9.60960203057424e-56,120.03612515131
"CCL20",2.3511598602722,-0.00212327313509451,16.9909284816049,4.06373018276714e-57,2.66712893621976e-55,119.017094726042
"PTTG3P",-1.12325050506967,0.0546496408577786,-16.9861579383131,4.3288481902364e-57,2.83260066262016e-55,118.954192392971
"POLD1",-0.800508470800621,3.30034257480071,-16.9690818740861,5.42732078597614e-57,3.54075808162934e-55,118.729114902729
"COQ2",-0.624022679342195,3.45398953146675,-16.9646831883174,5.75275397581673e-57,3.74186594427005e-55,118.671156682724
"ANP32E",-0.716282923684326,4.87911662236348,-16.9280939884491,9.33483040916911e-57,6.05374864927961e-55,118.18937105933
"FANCC",-0.633770055761814,2.06201129027422,-16.9126295425137,1.14521096658856e-56,7.40479138337235e-55,117.985917860608
"CBX2",-0.936307536652794,0.764068503893576,-16.9010103742837,1.33524207369431e-56,8.60796591295826e-55,117.833121942456
"SLC25A40",-0.593077213002292,2.47960724655102,-16.891827335664,1.50743072470495e-56,9.68935560215958e-55,117.712403310321
"ZNF519",-0.826039539023056,-0.27280263303151,-16.8743919875137,1.89762155788731e-56,1.21615216901072e-54,117.483301892885
"NUP107",-0.57321673852626,3.556537612791,-16.870329919107,2.00213263616166e-56,1.279368625864e-54,117.429945050521
"HNRNPA3",-0.591444365717805,5.64876589178618,-16.8530510397692,2.51477128613703e-56,1.60224755336041e-54,117.203060425779
"RCCD1",-0.463320092812311,2.72721504964239,-16.8404246743259,2.97036889210221e-56,1.88700694340837e-54,117.037348957786
"ZNF496",-0.514512065987224,3.2978085700906,-16.8177508544908,4.00487792947118e-56,2.53681075823189e-54,116.739946742699
"RNASEH2B",-0.629002197675217,2.88519982525819,-16.8113241667874,4.35869322434191e-56,2.75292537270754e-54,116.655691616787
"SUV39H2",-0.609838941123559,2.35370346988322,-16.6919570048041,2.09330581265232e-55,1.31829866062699e-53,115.094058636034
"CFAP70",0.929660947361461,-0.998179129829145,16.6884761764446,2.19111075244663e-55,1.37591652149314e-53,115.048614544317
"SEPHS1",-0.626827592875753,4.46627959215143,-16.6858194398458,2.26881585345874e-55,1.41922179781003e-53,115.013933021816
"NUP155",-0.525907178995232,3.30238451923768,-16.685675629507,2.27309962109087e-55,1.41922179781003e-53,115.012055784616
"EMP2",-1.03554345504784,3.22649494706088,-16.6851870050374,2.28771494387158e-55,1.42426596077034e-53,115.005677563093
"RECQL4",-0.781022674149979,2.89664864139231,-16.666025298357,2.9411704695335e-55,1.82587192396396e-53,114.755635082299
"DCLRE1B",-0.682415480014846,2.37367964457112,-16.6552330529985,3.38802655050529e-55,2.09730393566791e-53,114.614877946679
"ARHGAP33",-0.861785545317642,0.915869600852859,-16.6251270366859,5.02555757525798e-55,3.10217845792837e-53,114.222495673058
"NR2C2AP",-0.677228967650104,3.32860162665266,-16.6074303414456,6.33517368646644e-55,3.89953205164135e-53,113.992036648937
"IMPA2",-1.07606127608743,3.14821320894108,-16.5979332253197,7.17311687241253e-55,4.40287934224983e-53,113.868415977135
"C3",2.40116044724017,2.23030155774874,16.5940389782792,7.54787273962661e-55,4.61989176956359e-53,113.817737548018
"TREM1",1.33525459918589,-1.97506183090465,16.5780452154981,9.30309690171137e-55,5.6782767923891e-53,113.609671107851
"RFC2",-0.774219504674517,4.22620107258921,-16.5658523723194,1.09098307178164e-54,6.64036903187763e-53,113.45112851906
"PPIH",-0.512538784521465,3.80863652632052,-16.5530072766076,1.29026441688586e-54,7.83143778382813e-53,113.284176742655
"ALYREF",-0.65410640684358,6.0538179036948,-16.5465357671571,1.40402455702395e-54,8.49824863820887e-53,113.20009249969
"MRGPRX3",1.39112424178026,-1.84575122178063,16.5179314103332,2.03927292234442e-54,1.23090739550928e-52,112.828661639338
"CLN6",-0.632242179755629,3.90246213672559,-16.5025036531726,2.49366663493109e-54,1.50102198826377e-52,112.628483162977
"USP13",-0.714048483849749,2.57360761599577,-16.4913057269466,2.88549355328863e-54,1.73209103377849e-52,112.483254805331
"DIS3L",-0.559064509113945,3.16638320951774,-16.4823982359384,3.24056122109169e-54,1.93988541229637e-52,112.367771984497
"ALG10",-0.62550925672297,1.12516669330542,-16.4686439552277,3.87626941392188e-54,2.31407974053035e-52,112.189522416766
"NSMCE4A",-0.500613951116456,4.03288709979391,-16.4464692503612,5.17315576320603e-54,3.0798651388049e-52,111.902327869814
"SMC1A",-0.596377141725095,4.28857299188771,-16.4311955593562,6.31006097763455e-54,3.746491245304e-52,111.704640958187
"TSPYL2",0.748112255398941,4.21717056129619,16.375828394847,1.2954125179405e-53,7.67039096900097e-52,110.988913697276
"SNRPF",-0.584449793785238,6.02329742316717,-16.3756043467884,1.29918475708037e-53,7.67187963598406e-52,110.986020279546
"CCNE2",-1.24861716944745,1.19244198479612,-16.3705890554565,1.38655332027132e-53,8.16567482397623e-52,110.921257432305
